,title,story,genre,genre_code
813,안경,휴대전화가 터지지 않는 조용한 곳으로 떠나고픈 타에코고바야시 사토미는 어느 날 남쪽 바닷가의 조그만 마을로 여행을 떠난다 그곳에서 맘씨 좋은 민박집 주인 유지와 매년 찾아오는 수수께끼 빙수 아줌마 사쿠라모타이 마사코 시도 때도 없이 민박집에 들르는 생물 선생님 하루나이치카와 미카코를 만나게 되고 타에코는 그들의 색다른 행동에 무척 당황하게 된다 아침마다 바닷가에 모여 기이한 체조를 하는가 하면 특별한 일 없이 하루하루를 보내는 그들이 이상하기만 한 타에코 그곳 사람들에게 질린 그녀는 결국 참지 못하고 민박집을 바꾸기로 하는데,코미디,11
814,나니아 연대기 - 캐스피언 왕자,나니아에서 현실의 세계로 돌아온 지 1년 후 페벤시 남매들은 마법의 힘에 의해 다시 나니아의 세계로 들어간다 그러나 그곳은 이미 폐허로 변해 있었다 나니아 시간으로 벌써 1300년이란 세월이 흘렀던 것 그들이 없는 동안 나니아는 황금기의 종말을 고하고 인간인 텔마린 족에게 점령되어 무자비한 미라즈 왕의 통치를 받고 있었다  페벤시 남매들을 나니아로 불러낸 건 바로 텔마린족의 진정한 왕위 계승자인 캐스피언 왕자였다 삼촌 미라즈에게 왕위를 뺏기고 목숨의 위협을 느낀 그는 나니아인들이 숨어 사는 숲 속으로 피신 그곳에서 페벤시 남매와 만난다  부왕을 죽인 삼촌을 물리치고 자신의 왕위를 찾게 도와주면 나니아인들의 터전을 돌려 주겠다는 약속을 하는 캐스피언 왕자 이에 네 남매와 나니아인들은 그를 도와 미라즈의 군대와 전쟁을 벌이게 되는데,판타지,10
815,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,짱구의 집에 불시착한 UFO의 주인 외계인 덩덩이 나스파디 별에서 온 덩덩이는 무시무시한 꼬마꼬마 파워로 짱구의 엄빠를 어린이로 만들어버린다 엄빠를 다시 어른으로 되돌리기 위해 덩덩이의 아빠를 만나러 떠나지만 연락이 닿지 않고 심지어 지구를 위협하는 외계인의 음모까지 드러나기 시작하는데  짱구의 엉덩이에 숨은 외계인 덩덩이와 가족들의 스펙터클한 대모험이 펼쳐진다,애니메이션,5
816,리플리,밤에는 피아노 조율사 낮에는 호텔 보이 별볼일 없는 리플리Thomas Ripley 맷 데이몬 분의 삶 인생의 주인공이 되고 싶지만 기회도 없고 행운도 기다리지 않는다 이제 서글픔만 안겨주던 뉴욕을 뜰 기회가 찾아오는데 어느 화려한 파티석상에서 피아니스트 흉내를 내다 선박 부호 그린리프Herbert Richard Greenleaf 제임스 레본 분의 눈에 띈 것 그는 믿음직해 보이는 리플리에게 망나니 아들 딕키Richard Dickie Greenleaf 쥬드 로 분를 이태리에서 찾아오라고 부탁한다 이태리로 가기전 리플리는 딕키의 정보를 수집한다 딕키가 좋아하는 재즈 음반을 들으며 그를 느낀다  드디어 이태리행 프린스턴 대학 동창이라며 딕키에게 서서히 접근한다 어느새 딕키 그의 연인 마지Marge Sherwood 기네스 팰트로우 분와도 친해진 리플리 마치 자신도 상류사회의 일원이 된 듯한 착각에 빠진다 평생 써도 바닥나지 않을 재산 아름다운 여인 달콤한 인생 자유와 쾌락 사랑이 깊어질 수록 불안해지는 마지 계약 기간이 만료되자 초조해지는 리플리,범죄,6
817,걸어도 걸어도,햇볕이 따갑던 어느 여름 날 바다에 놀러 간 준페이는 물에 빠진 어린 소년 요시오를 구하기 위해 바다에 뛰어 든다 그로부터 10여 년 후 각자 가정을 꾸린 준페이의 동생들 료타와 지나미는 매년 여름 가족들과 함께 고향집으로 향한다 다시 올 수 없는 단 한 사람 준페이를 기리기 위해 그리고 그 자리에 초대받는 또 한 사람 요시오 역시 매년 준페이의 집을 방문한다 그 해 여름 역시 준페이의 기일을 맞아 모인 가족들로 왁자지껄한 하루가 흘러갈 무렵 요시오 그만 와도 되지 않아요 차남 료타는 어머니에게 이제 그만 요시오를 놓아줘도 되지 않냐는 말을 넌지시 건네고 엄마는 그런 료타의 질문에 지난 10여 년간 숨겨왔던 진심을 쏟아내는데,가족,9
818,죽어야 사는 여자,1978년의 브로드웨이 매들린Madeline Ashton 메릴 스트립 분은 인기가 사라져가는 뮤지컬 스타이다 그러던 그녀에게 어렸을 적 앙숙인 헬렌Helen Sharp 골디 혼 분 자기 약혼자 멘빌 박사Ernest Menville 브루스 윌리스 분와 함께 나타난다 매들린의 연기를 본 박사는 그녀를 한 눈에 좋아하게 되었고 그런 약혼자가 헬렌은 못 미더울 뿐이다 늘 남자 친구를 매들린에게 뺏겨온 헬렌 결국 이번에도 박사는 매들린과 결혼하고 만다 정신적 충격에 매일 매들린이 죽는 비디오만을 보던 헬렌은 비만이 되어 정신병원에 갇히게 된다 그러던 어느날 갑자기 매들린을 죽이겠다는 마음을 먹게 되고 그로부터 7년 후 매들린은 헬렌에게서 출판 기념 파티 초대장을 받는다 처녀처럼 미끈해진 헬렌의 모습에 충격을 받은 매들린은 미용실에서 소개한 75살의 나이에도 젊고 아름다운 신비의 여인Lisle Von Rhoman 이사벨라 로셀리니 분에게 큰돈을 주고 젊음의 묘약을 마신다 한편 헬렌은 멜빈 박사에게 매들린을 죽일 음모를 얘기하고 집에 돌아온 매들린과 맨빌 박사는 다툼끝에 그만 매들린을 계단밑으로 밀어내려 숨지게 만든다 그후 헬렌에게 전화해 구원요청을 하는데 갑자기 뒤에서 목이 삐뚤어진 매들린이 일어나 걷는 것이었다 매들린의 죽음을 확인하러 온 헬렌은 박사와 음모한 걸 큰소리로 떠들다 매들린에게 들켜 배에 총상을 입게 되지만 배에 큰 바람 구멍만 뚫어진채 걸어다니는 것이었다 배들린은 헬렌도 영원히 산다는 묘약을 마신걸 알게 되고 둘은 화해한다 기적이 아닌 묘약 때문에 둘이 산 것임을 안 박사는 둘의 곁을 떠나려하지만 헬렌과 매들린은 그를 신비의 여인에게 데려가 약을 먹이려 한다 그러나 약을 거부한 박사는 그곳을 도망쳐 버린다 37년후 그의 장례식에서 영원히 산다는 것의 진정한 의미를 깨닫게 된다,코미디,11
819,천국의 우편배달부,죽은 연인을 잊지 못하는 여자와 죽은 이들에게 편지를 전하는 특별한 남자의 14일 간의 사랑을 그린 판타지 부모 남편 연인 친구 자식 등 먼저 세상을 떠난 이들을 잊지 못해 남아있는 사람들이 천국에 있는 이들에게 보내는 편지를 배달해주는 천국의 우편배달부 재준 어느 날 죽은 연인에 대한 마음의 상처로 그리움이 아닌 원망의 편지를 부치러 온 여자 하나에게 자신의 정체를 들키고 만다 정체가 탄로난 그는 그녀에게 천국에서 온 답장 배달 아르바이트를 제안하지만 이 모든 일들을 믿기 어려운 하나는 미친 사람이라고 생각하고 단번에 거절한다 하지만 고수익 아르바이트를 찾고 있었던 그녀는 시간당 높은 금액을 준다는 재준의 말에 고민 끝에 제안을 받아들인다  그날 이후 천국으로 떠난 이들을 그리워하는 사람들에게 색다른 답장을 배달하기 시작하는 재준과 하나 매번 새로운 방법으로 답장을 전하며 사람들을 기쁘게 만드는 두 사람은 완벽한 파트너쉽을 보여준다 답장을 받은 사람들이 기뻐하는 모습을 보며 보람과 희열을 느끼기 시작한 하나는 자신도 모르게 재준에게 마음을 빼앗긴다 어느덧 재준에 대한 마음으로 사랑의 상처를 잊어가는 하나 하지만 좋아하는 마음이 커질수록 그의 모습은 점점 뚜렷이 보이지 않게 되는데,판타지,10
820,완벽한 타인,우리 게임 한 번 해볼까 다들 핸드폰 올려봐 저녁 먹는 동안 오는 모든 걸 공유하는 거야 전화 문자 카톡 이메일 할 것 없이 싹  오랜만의 커플 모임에서 한 명이 게임을 제안한다 바로 각자의 핸드폰을 테이블 위에 올려두고 통화 내용부터 문자와 이메일까지 모두 공유하자고 한 것 흔쾌히 게임을 시작하게 된 이들의 비밀이 핸드폰을 통해 들통나면서 처음 게임을 제안했던 것과는 전혀 다른 상상치 못한 결말로 흘러가는데 상상한 모든 예측이 빗나간다,드라마,0
821,카트,안녕하십니까 고객님 행복한 하루 되십시오 고객님 대한민국 대표 마트 더 마트 마트의 생명은 매출 매출은 고객 고객은 서비스를 외치며 언제나 고객 만족 서비스를 실천하기 위해 온갖 컴플레인과 잔소리에도 꿋꿋이 웃는 얼굴로 일하는 더 마트의 직원들 그러던 어느 날 회사로부터 갑작스럽게 일방적인 해고 통지를 받게 된다  회사가 잘 되면 저희도 잘 될 줄 알았습니다 오늘 우리는 해고 되었습니다 정규직 전환을 눈 앞에 둔 선희염정아를 비롯 싱글맘 혜미문정희 청소원 순례김영애 순박한 아줌마 옥순황정민 88만원 세대 미진천우희은 하루 아침에 직장을 잃을 위기에 처한다 노조의 노자도 모르고 살았던 그녀들이 용기를 내어 서로 힘을 합치는데  아무것도 몰랐던 그들의 뜨거운 싸움이 시작된다,드라마,0
822,플로리다 프로젝트,안심하세요 나랑 있으면 안전해요플로리다 디즈니월드 건너편 매직 캐슬에 사는귀여운 6살 꼬마 무니와 친구들의디즈니월드 보다 신나는 무지개 어드벤처,드라마,0
823,수상한 고객들,한때는 야구왕을 꿈꾸던 업계 최고의 안하무인 보험왕 배병우 어느 날 고객의 자살방조혐의로 인생 최대 위기에 처한 그는 몇 년 전 고객들과의 찜찜한 계약을 떠올리고 그들을 찾아 나선다 우울모드 기러기 아빠 오부장과 까칠한 소녀가장 소연 입만 열면 욕설을 내뱉는 꽃거지 청년 영탁과 애 넷 딸린 억척 과부 복순까지 방심하다간 한 순간에 한강물로 뛰어들 기세인 그들의 생명을 연장하기 위해 병우는 온갖 감언이설과 허세를 총동원 고군분투 한다 불순한 의도로 접근했지만 예상치 못했던 그들의 순수함과 가족애에 점점 감화되는 병우 수상한 고객들을 위한 그의 AS는 과연 성공할 수 있을 것인가,코미디,11
824,명탐정 코난: 11번째 스트라이커,어느 날 탐정사무소로 걸려온 폭탄 테러 예고 전화 유명한 탐정을 도발하듯 그의 눈앞에서 자동차가 폭파되고 범인은 수수께끼와도 같은 암호를 남긴다 절박한 상황에서 홀로 암호를 풀어낸 코난의 활약으로 대형 참사는 겨우 막지만 축구 경기장의 대형 전광판에 숨겨져 있던 폭탄이 결국 폭발하고 범인을 잡는데는 결국 실패하고 만다 그리고 또 다시 도전장과 같은 수수께끼의 암호가 유명한 탐정에게 배달되는데도대체 다음 목표는 어디이며 누가 범인인 것인지 그리고 왜 범인은 유명한 탐정을 노리는 것인가 축구계 전체를 둘러싼 음모와 위협 속에서 암호를 해독하고 진실을 밝혀라,애니메이션,5
825,와니와 준하,26세의 와니김희선 분는 현재 6년 경력의 동화부 애니메이터 성공보다는 일 자체를 사랑하는 와니는 원화부로 옮기는 문제를 망설이고 있다 그녀를 사랑하는 27세의 시나리오 작가 지망생 준하주진모 분는 춘천에 있는 와니의 집에서 지내면서 첫 장편 시나리오 작업에 열중하고 있다 데뷔가 늦어지더라도 쓰고 싶은 이야기를 쓰는 것이 꿈이다  내성적이고 말수가 적은 와니는 얼핏 차가워 보이지만 속 깊고 여린 성격 뭔가에 열중하면 일상엔 서툴러지곤 한다 낭만적이고 장난끼가 많지만 속 깊은 면이 매력인 준하는 그런 와니를 챙겨주면서 그녀 곁에 머물고 있다 와니의 집 2층에는 잠겨진 방이 하나 있다 그녀의 이복동생이자 첫사랑이었던 영민조승우 분의 방 사랑을 깨닫는 순간 이별을 시작해야만 했었던 아픈 첫사랑을 와니는 차마 정리하지 못한 채 그렇게 간직하고 있었던 것  어느날 영민의 귀국 소식이 전해져오고 영민에 대한 외사랑에 마음을 태웠던 소양최강희 분이 그 집에 찾아오면서 추억의 문도 열리고 만다 기억은 지금의 시간들에 상념의 무늬를 만들어내고 예기치 못한 순간 첫사랑의 편린이 와니의 일상에 파고들고 추억의 애틋함이 일으키는 그녀 마음의 미세한 파장을 이제 준하도 감지하게 되는데,멜로/로맨스,7
826,도화선,1997년 화려한 도시 홍콩 베트남에서 건너온 토니 형제는 홍콩의 암흑가에 자리잡고 잔인한 악행으로 자신들의 입지를 넓혀간다 한편 범인을 검거하는 과정에서 항상 폭력을 휘둘러 물의를 일으키는 마 형사는 토니 형제를 검거할 증거를 찾기 위해 파트너 윌슨을 조직원으로 위장 투입시킨다  스파이 노릇을 하던 윌슨은 그들을 체포할 수 있는 결정적 기회를 포착하지만 토니가 그 사실을 눈치채면서 윌슨과 그의 애인 주디까지 위험에 처하고 재판을 앞둔 토니 형제는 증인들은 물론 경찰들까지 제거해나간다 그들의 무차별한 살인에 분노가 폭발한 마 형사는 그들의 아지트를 찾아내 화끈한 결전을 예고하는데,액션,3
827,리틀 러너,카톨릭계 사립학교에 다니는 14살의 랄프는 사건사고가 끊이질 않는 천진한 사춘기 소년 몰래 담배를 피우기도 하고 좋아하는 소녀에게 단번에 데이트 신청하는 것도 서슴지 않는다 엄격한 교칙을 위반해 신부님들의 눈 밖에 나기 일쑤지만 꼬박꼬박 고해성사로 용서를 구하려는 뻔뻔함이 밉지 않다 이렇게 나름 즐겁게 생활하는 랄프지만 단 한 가지 걱정거리는 있다 유일한 가족인 엄마가 오랫동안 병상에 누워 계시기 때문 하지만 엄마는 랄프가 병원을 방문할 때면  환자치곤 괜찮아 네가 있으니 날 것 같구나 우리 영웅 이라고 말하며 오히려 랄프를 위로한다  어느 날 병이 악화돼 혼수 상태에 빠지게 된 엄마 랄프는 병원에서 엄마가 깨어 나려면 기적이 필요하다는 말을 듣게 된다 몹시 소침해 하던 랄프는 우연히 학교 육상 부원들이 코치로부터 너희들이 보스톤 마라톤에서 우승하는 것은 기적 같은 일이란 질책을 듣는 것을 보고 자신이 만들 수 있는 기적이 무엇인지 깨닫게 된 다 이제 주위의 만류에도 불구하고 엄마를 깨우기 위한 랄프의 보스톤 대회 도전기가 시작된다 과거 유망한 마라토너였던 히버트 신부가 코치를 자청하는 기쁨도 잠시 교장 선생의 완강한 반대와 뜻하지 않게 집에 일어난 화재는 랄프를 더욱 고난 속으로 내몰고 마는데,코미디,11
828,그녀에게,사랑을 말해요  알리샤와 베니뇨남자간호사 베니뇨는 발레 학원에서 춤추고 있는 알리샤를 보고 그녀의 아름다운 모습에 사랑에 빠진다 갑작스러운 교통사고로 알리샤가 코마 상태에 빠지게 되자 베니뇨는 헌신적인 사랑으로 그녀 곁을 지킨다대화하고 싶어요  리디아와 마르코여행지 기자 마르코는 투우사 리디아를 인터뷰하기 위해 그녀를 찾아간다 사랑의 상처를 지닌 마르코와 리디아는 서로에게 빠져들며 연인으로 발전하지만 리디아가 투우 경기 도중 사고로 정신을 잃는다그녀 없인 살 수 없어요  베니뇨와 마르코병원에서 만난 두 남자 베니뇨와 마르코는 코마 상태에 빠진 그녀들을 보살피며 친구가 된다 알리샤와 소통한다고 느끼며 끊임없이 말을 건네는 베니뇨와 달리 마르코는 이제 리디아의 사랑을 느낄 수 없다는 사실에 절망한다 결국 리디아를 떠난 마르코는 그녀의 사망 소식과 함께 베니뇨가 감옥에 수감된 소식을 전해 듣는데12월 31일 올해 마지막 멜로를 만나다,드라마,0
829,꽃피는 봄이 오면,그렇게 겨울은 길기만 했다 교향악단 연주자를 꿈꾸었던 미래는 어둡기만 하고 현실의 벽에 부딪쳐 떠나 보내야만 했던 연희는 주위를 맴돌며 아프게 하고 트럼펫 연주자 현우에게 인생은 언제나 겨울일 것만 같다 하지만 나무는 고요히 봄을 기다리고 있었다  자포자기의 심정으로 강원도 도계 중학교 관악부 임시 교사로 부임하게 된 현우 낡은 악기 찢어진 악보 색바랜 트로피와 상장들이 초라한 관악부는 올해 전국대회에서 우승하지 못하면 강제 해산해야만 하고 현우는 아이들을 데리고 가망 없는 승부를 걸어야만 한다 우승을 장담할 수는 없지만 그렇다고 포기할 수는 없다 아이들의 마음 속에서 싹트고 있는 음악에 대한 열정을 현우는 외면할 수 없었다  그리고 어느새 봄은 그렇게 가까이 다가와 있었다 아이들과 대회 준비에 바쁜 나날을 보내지만 그래도 여전히 옛 사랑의 그림자에 가슴 언저리가 아릿하게 저리는 현우 그런 현우의 마음을 조심스레 보듬어 주는 마을약사 수연의 배려로 현우는 아지랑이처럼 피어나는 따뜻한 봄기운을 느낀다 현우를 지치지 않고 끊임없이 바라봐 주는 사람들 그들의 사랑을 느낀 현우는 알게 된다 사랑의 싹이 마음 속에서 움트고 있음을 사랑은 아직 끝나지 않았음을 그렇게 겨울을 보낸 현우에게 어느덧 봄이 꽃피는 봄이 다가오고 있었다,멜로/로맨스,7
830,작전,억울한 게 생기면 잠도 못 자는 성격의 강현수박용하 찌질한 인생 한 방에 갈아타기 위해 주식에 도전하지만 순식간에 신용불량자가 된다 그는 독기를 품고 수년의 독학으로 이제 실력을 갖춘 프로 개미가 되어 마침내 작전주 하나를 추격해 한번에 수천 만원을 손에 쥔다 그러나 기쁨도 잠시 그가 건드린 것은 전직 조폭 출신 황종구박희순가 작업중인 작전주였다 몰매를 맞으며 납치된 현수는 되려 황종구의 작전을 망친 남다른 능력을 인정 받아 대한민국을 뒤흔들 600억 헤비급 작전에 엮이게 된다  초짜 현수와는 달리 이번 작전에 가담한 작전멤버들은 대한민국 경제를 돌리는 거물급 프로들 오랜 조폭 생활을 청산하고 DGS홀딩스를 차려 주식작전 세계에 뛰어든 황종구 탈세를 원하는 졸부 비자금을 축적한 정치인 등 상류층의 자산뿐만 아니라 비밀까지 철저하게 관리해주는 유서연김민정 서진에셋에서 높은 실적으로 승진 가도를 달리고 있는 작전계 특급 에이스 조민형김무열 그리고 작전의 시발점인 대산토건의 대주주 박창주까지 최고의 멤버가 구성되었다  이들이 벌릴 판은 부실한 건설 회사 대산토건 작전의 최고 죽이는 아이템이라는 환경 기술을 이용해 수질 개선 박테리아 연구 를 하고 있는 한결 벤처에 투자 유서연의 고객 중 한 명이자 굴리는 돈이 왠만한 기업보다 커 마산창투라 불리우는 완벽한 쩐주의 돈을 미끼로 대산토건 주식을 사들인다 여기에 쪽집게 분석으로 유명한 언론 스타 김승범의 여론 몰이와 검은 머리 외국인 브라이언 최를 통해 외국 자본을 끌어들이며 판은 걷잡을 수 없이 커져만 가고 눈 먼 개미들의 돈을 쓸어모으기 시작한다 대박을 눈 앞에 둔 시점 너무나 완벽하게 진행되는 작전 작전멤버들간의 쫓고 쫓기는 또 다른 물밑 작전이 시작되는데 대한민국 돈이 움직이는 지상최대의 작전이 시작된다,범죄,6
831,약장수,대리운전 일용직 등을 전전하던 일범에게 신용불량자라는 딱지는 번번이 그의 발목을 잡는 족쇄다  아픈 딸의 치료비를 위해 어머니들에게 각종 건강식품과 생활용품을 파는 홍보관 떴다방에 취직한 일범은 자신의 처지가 한심하다  그런 그에게 홍보관 점장 철중은 우리가 자식보다 낫다며 당장 처자식 먹여 살리려면 목숨 걸고 팔라 한다  그의 말처럼 오히려 즐거워하는 어머니들을 보며 일범 역시 보람을 느끼기 시작하고 그러던 중  자랑스런 검사 아들을 뒀지만 자식에게 짐이 되기 싫어서 홀로 외로이 노년을 보내던 옥님이 홍보관을 찾아와 일범을 만나게 되는데  4월 23일 그곳에 가면 엄마도 아들도 울고 웃는다,드라마,0
832,레터스 투 줄리엣,작가 지망생 소피는 전세계 여성들이 비밀스런 사랑을 고백하는 줄리엣의 발코니에서 우연히 50년 전에 쓰여진 러브레터 한 통을 발견하고 편지 속 안타까운 사연에 답장을 보낸다 며칠 후 소피의 눈 앞에 편지 속 주인공 클레어와 그녀의 손자 찰리가 기적처럼 나타나는데 소피의 편지에 용기를 내어 50년 전 놓쳐버린 첫사랑 찾기에 나선 클레어 할머니의 첫사랑 찾기가 마음에 안 들지만 어쩔 수없이 따라나선 손자 찰리 그리고 그들과 동행하게 된 소피 그들의50년 전 사랑 찾기는 성공할까 그리고 소피에게는 새로운 사랑이 찾아올까,멜로/로맨스,7
833,패션 오브 크라이스트,열두 제자 중 유다의 배신으로 붙잡힌 예수제사장들과 불신으로 가득 찬 군중들은 신성모독죄라는 죄명 하에 그에게 십자가 형을 선고한다사람들의 탄식과 야유 속에 예수는 골고다 언덕을 오르는데끝없는 사랑으로 인류의 죄를 대신한 예수 그리스도 그의 마지막 12시간을 만나다,드라마,0
834,배드 지니어스,올해 시험을 주관하는 STIC 협회가 부정행위를 발각해 큰 논란이 있었습니다 몇몇 아시아 국가에서 시험지가 유출됐다는천재소녀 린이 설계한 완벽한 답안지모두가 원하는 그녀의 답안지로 전세계를 속여라시차를 이용한 완벽한 계획거금이 걸린 천재의 위험한 신종 학업 비즈니스가 시작된다,스릴러,18
835,새미의 어드벤쳐 2,5대양 6대주 해양 세계일주를 떠났던 새미와 레이는 이제 막 세상에 태어난 손녀 엘라와 손자 리키가 바다로 나가는 것을 도와주며 평화로운 생활을 만끽한다 그러던 어느 날 갑자기 불법 포획을 일삼는 밀렵꾼이 나타나 새미와 레이를 잡아가고 할아버지 바다 거북이들은 세계 최대 규모의 두바이 아쿠아리움에 갇히게 되는데 아쿠아리움 속 블로브피시 건방진 랍스터 과묵한 상어 펭귄 가족들과 친구가 되어 함께 탈출을 계획하던 새미와 레이 하지만 아쿠아리움의 독재자 해마 빅D가 이들의 탈출 계획에 브레이크를 걸면서 아슬아슬한 위기를 맞게 되고  한편 비록 꼬마 거북이들이지만 할아버지들을 구하기 위해 위험한 모험을 시작한 엘라와 리키는 새미와 레이의 행방을 찾아 넓은 바닷속을 헤엄쳐 다닌다 그러던 중 귀여운 아기 문어 애나벨을 만나게 된 이들은 문어 엄마 마가렛의 도움으로 할아버지들이 있는 아쿠아리움으로 잠입을 시도 우여곡절 끝에 아쿠아리움 안으로 들어가게 되지만 무시무시한 뱀장어들에게 쫓기며 위험한 순간을 맞는데  새미와 레이를 구하기 위해 아쿠아리움으로 뛰어든 엘라와 리키의 짜릿한 바닷 속 모험이 시작된다,애니메이션,5
836,페인티드 베일,1925년 영국 런던 화려한 사교모임과 댄스파티를 즐기는 도도한 아가씨 키티나오미 왓츠와 그녀를 파티에서 보고 첫눈에 반해버린 차갑고 냉철한 성격의 월터에드워드 노튼 월터는 키티에게 청혼을 하고 키티는 자신을 숨막히게 하는 엄마의 그늘에서 벗어나고자 그의 청혼을 받아들인다 세균학자인 월터의 연구 일정으로 인해 결혼 후 중국 상해로 넘어간 그들 그러나 너무나 다른 성격과 다른 취향을 가진 두 사람의 결혼생활이 행복할 리 만무하다 활발한 성격의 키티와 매사 너무나 진지하고 조용히 연구와 독서를 즐기는 월터의 사이는 점점 소원해지고 키티는 사교모임에서 만난 외교관과 사랑에 빠진다 아내의 불륜을 눈치챈 월터는 콜레라가 퍼져있는 오지 산골마을에 자원해서 가고 그곳에 키티를 데려간다 마치 자신의 믿음과 사랑의 배신에 대한 댓가를 치르게 하려는 듯  문명의 혜택을 전혀 받지 못하고 콜레라로 인해 마을 사람의 태반이 죽어나가는 그곳에서 월터는 키티의 존재를 무시한 채 연구와 의료봉사에 전념하고 키티는 수감생활과 같은 나날을 보낸다 무지로 인해 처음에 월터를 배척하던 마을 사람들은 그의 진심 어린 도움과 노력에 차츰 마음을 열고 남을 위한 일이라고는 한번도 해본 적 없던 키티도 수녀원에서 아이들을 돌보며 봉사활동을 시작한다 그리고 두 사람의 마음은 차츰 서로를 향해 열리고 키티와 월터는 진정으로 서로를 사랑하게 되지만 이내 슬픈 운명이 그들의 행복을 가로 막는데,멜로/로맨스,7
837,스내치,{내 이름은 터키쉬 영국 이름치곤 깬다 비행기 사고때 부모님도 사고를 쳐 나란 놈이 태어났다 그 비행기 이름을 따 내 이름을 지었다 쟤는 타미다 총이름을 땄다지만 그건 순 뻥이고 19세기 유명한 발레 댄서 이름이다 나와는 배꼽 친구로 지금은 작업 동료다 수컷끼리 뽀뽀하는 그런 사인 아니다 까놓고 얘기하면 녀석은 또라이 짓을 잘한다 방지하는 차원에서 팍팍 갈궈주고 있다 우정이란 그런 것이 아닌가 다이아몬드 난 권투중개인이다 권투에 울고 권투에 웃던 내가 다이아몬드가 뭔지 알게 뭔가 벨기에산 똘삐던가}  다이아몬드 도둑인 네 손가락 프랭키Franky Four Fingers 베니치오 델 토로 분는 자신이 훔친 어마어마한 크기의 다이아몬드를 뉴욕에 있는 보스 아비Cousin Avi 데니스 파리나 분에게 전달해야 하는 임무를 맡고 있다 우선 다른 자잘한 보석들을 런던에 있는 보석 장물아비 더그Doug The Head 마이크 레이드 분에게 넘겨줘야 하는 프랭키에게 아비는 절대 도박에 손대지 말라는 명령을 내린다 허나 프랭키가 무허가 도박 권투에 돈을 걸면서 다이아몬드의 운명은 예측할 수 없는 곳으로 달려간다  한편 풋내기 무허가 권투 프로모터인 터키쉬Turkish 제이슨 스테텀 분와 토미Tommy 스티븐 그레이엄 분는 돼지 농장 경영주이자 마피아 두목인 브릭 탑Brick Top 알란 포드 분과 함께 사기 도박을 해서 건수를 올릴 계획이다 하지만 4회에 무너지기로 예정되었던 권투 선수가 아일래드 집시인 원 펀치 미키One Punch Mickey ONeil 브래드 피트 분의 주먹에 쓰려지자 그들은 미키를 임시 방편으로 링에 올린다 4회에 무너져야 한다는 약속을 받고서 그러나 미키는 약속과는 정반대로 4회에 상대 선수를 기절시키고 만다  터키쉬와 토미는 브릭 탑의 처절한 보복을 맞을 준비를 하고 있었으나 브릭 탑은 이 두 명의 어설픈 갱들에게 한번의 기회를 더 주기로 한다 터키쉬와 토미는 이번에도 실수하면 잔혹한 살육이 기다리고 있음을 미키에게 인지시키고 또 인지시킨다 도박권투에 참가하기로 한 프랭키가 실종되자 사촌 아비는 세상에서 제일 싫은 영국런던행 비행기에 오른다 아비는 그곳에서 전설적인 인물 총알 이빨 토니Bullet Tooth Tony 비니 존스 분에게 사건을 의뢰 보석을 찾으려 한다 하지만 불쌍한 프랭크는 시신으로 발견되는데,코미디,11
838,폭풍 속으로,FBI 죠니는 완전범죄에 가까운 은행강도 사건 수사에 투입되는데 그 사건의 단서라면 이들이 서핑을 즐기는 무리라는 것뿐이다 그래서 죠니는 캘리포니아 해변에 서핑을 배우러 간다 거기서 그는 서핑을 가르쳐줄 여성 타일러를 만나게 되고 그녀와 사랑에 빠진다 이어 죠니는 보디의 무리를 알게 되고 서핑도 함께 즐기는데 어느 날 죠니는 이들이 범인이라는 증거를 발견한다 하지만 죠니의 정체를 알게 된 보디는 타일러를 납치한 후 죠니에게 협력을 요구한다 죠니는 어쩔 수 없이 강도에 협력하나 일이 실패로 돌아간다 보디 일행은 곧 탈출하고 죠니는 보디를 찾아 끝까지 추격하고 호주 해변에서 만나 체포한다 이때 보디는 최후로 서핑을 타게 해달라고 애걸한다 그런데 그날은 최악이 태풍이 불고 있어 영락없이 죽는 날씨다 죠니는 보디의 마지막 소원을 들어준 뒤 FBI 신분증을 바다에 버리고 그곳을 떠난다,액션,3
839,드림 쏭,겁 많은 양들이 모여 사는 눈의 마을의 경비견 버디노래할 때 가장 행복한 버디지만 아빠 캄파를 따라 늑대들로부터 마을을 지키던 어느 날버디는 우연히 하늘에서 떨어진 라디오를 줍게 되고세계적 톱스타 앵거스의 말에 용기를 얻어 어릴 적부터 꿈꿔온 음악을 하기 위해 도시로 향한다 우여곡절 끝에 우상 앵거스를 만난 기쁨도 잠시 까칠하기만 한 그에게 문전박대만 당하고심지어 눈의 마을을 노리는 늑대무리의 표적이 되어 쫓기게 되는데과연 버디는 마을도 바래왔던 꿈도 모두 지켜낼 수 있을까,애니메이션,5
